annettevogt-20180320-rec_segment_0018;annettevogt-20180320-rec;segment_0018;In Dahlem. Wir sind in Berlin Dahlem.;in dahlem wir sind in berlin dahlem;3
annettevogt-20180320-rec_segment_0190;annettevogt-20180320-rec;segment_0190;und gerade für die Mathematik kann man das also sehr schön in der Antike und und *eh* zeigen, diese engen Bezüge.;und gerade für die mathematik kann man das also sehr schön in der antike und und eh zeigen diese engen bezüge;3
annettevogt-20180320-rec_segment_0193;annettevogt-20180320-rec;segment_0193;weil Weil ja auch die Überlieferungsgeschichte nicht so völlig *eh* komplett ist. klar Denn denn;weil weil ja auch die überlieferungsgeschichte nicht so völlig eh komplett ist klar denn denn;3
annettevogt-20180320-rec_segment_0194;annettevogt-20180320-rec;segment_0194;denn leider gibt es ja seit Beginn der Menschheitsgeschichte dann kriegerische Auseinander;denn leider gibt es ja seit beginn der menschheitsgeschichte dann kriegerische auseinander;3
annettevogt-20180320-rec_segment_0195;annettevogt-20180320-rec;segment_0195;setzungen und die Vernichtung von Quellen und wir wissen ja, die berühmte Bibliothek von Alexandria, die dann zerstört wurde mit;setzungen und die vernichtung von quellen und wir wissen ja die berühmte bibliothek von alexandria die dann zerstört wurde mit;3
annettevogt-20180320-rec_segment_0196;annettevogt-20180320-rec;segment_0196;den ganzen Papyrusrollen. Und deshalb ist die Überlieferung *eh* nicht so *eh* genau, dass man das fixieren kann,;den ganzen papyrusrollen und deshalb ist die überlieferung eh nicht so eh genau dass man das fixieren kann;3
annettevogt-20180320-rec_segment_0197;annettevogt-20180320-rec;segment_0197;aber wir haben dann natürlich in der Philosophie- und Wissenschaftsgeschichte diese Tradition mit mit Aristoteles und Plato und;aber wir haben dann natürlich in der philosophie und wissenschaftsgeschichte diese tradition mit mit aristoteles und plato und;3
annettevogt-20180320-rec_segment_0198;annettevogt-20180320-rec;segment_0198;von da an kann man auch sagen, dass die bewusst Wissen vermittelt haben, weitergegeben haben;von da an kann man auch sagen dass die bewusst wissen vermittelt haben weitergegeben haben;3
annettevogt-20180320-rec_segment_0199;annettevogt-20180320-rec;segment_0199;und dann gibt es eben diesen schönen Spruch, niemand der Mathematik unkundiger betrete diesen Raum.;und dann gibt es eben diesen schönen spruch niemand der mathematik unkundiger betrete diesen raum;3
annettevogt-20180320-rec_segment_0200;annettevogt-20180320-rec;segment_0200;Das soll angeblich über Platos Akademie gestanden haben.;das soll angeblich über platos akademie gestanden haben;3
annettevogt-20180320-rec_segment_0201;annettevogt-20180320-rec;segment_0201;Für mich als Mathematikerin und Mathematikhistorikerin ist das natürlich ein schöner Satz. *hehe*;für mich als mathematikerin und mathematikhistorikerin ist das natürlich ein schöner satz hehe;3
annettevogt-20180320-rec_segment_0202;annettevogt-20180320-rec;segment_0202;Und man könnte sich natürlich wünschen, dass das heute auch *eh* anders *eh* gefordert wird.;und man könnte sich natürlich wünschen dass das heute auch eh anders eh gefordert wird;3
annettevogt-20180320-rec_segment_0203;annettevogt-20180320-rec;segment_0203;Dass also Mathematik eben wirklich ein wichtiger Bestandteil ist, für die alle, die Wissenschaft machen wollen.;dass also mathematik eben wirklich ein wichtiger bestandteil ist für die alle die wissenschaft machen wollen;3
annettevogt-20180320-rec_segment_0206;annettevogt-20180320-rec;segment_0206;das sind sozusagen die Anfänge. Und es *eh* gibt *eh*  dann;das sind sozusagen die anfänge und es eh gibt eh dann;3
annettevogt-20180320-rec_segment_0207;annettevogt-20180320-rec;segment_0207;die ersten überlieferten Texte, die wir natürlich immer nur in Abschriften kennen oder in Übersetzungen kennen. Und insofern;die ersten überlieferten texte die wir natürlich immer nur in abschriften kennen oder in übersetzungen kennen und insofern;3
annettevogt-20180320-rec_segment_0208;annettevogt-20180320-rec;segment_0208;*eh* ist das natürlich was anderes, als wenn ich *eh* über das *eh* über;eh ist das natürlich was anderes als wenn ich eh über das eh über;3
annettevogt-20180320-rec_segment_0209;annettevogt-20180320-rec;segment_0209;sechzehnte siebzehnte achtzehnte Jahrhundert rede und dann wirklich Manuskripte noch in Bibliotheken oder in Archiven finde und weiß,;sechzehnte siebzehnte achtzehnte jahrhundert rede und dann wirklich manuskripte noch in bibliotheken oder in archiven finde und weiß;3
annettevogt-20180320-rec_segment_0210;annettevogt-20180320-rec;segment_0210;das hat wirklich Galilei geschrieben, das ist seine Handschrift, das ist ein Manuskript.;das hat wirklich galilei geschrieben das ist seine handschrift das ist ein manuskript;3
annettevogt-20180320-rec_segment_0211;annettevogt-20180320-rec;segment_0211;Während das andere alles über die antiken Autoren *eh* nur Vermittlungen sind.;während das andere alles über die antiken autoren eh nur vermittlungen sind;3
annettevogt-20180320-rec_segment_0212;annettevogt-20180320-rec;segment_0212;So Homer und ja seine Freunde.  Ja, die sind ja dann *eh*;so homer und ja seine freunde ja die sind ja dann eh;3
annettevogt-20180320-rec_segment_0213;annettevogt-20180320-rec;segment_0213;viel abgeschrieben worden. Und dann gibt es eben die - weiß ich nicht - hundersiebenundvierzigste Abschrift und dann sind die auch übersetzt worden;viel abgeschrieben worden und dann gibt es eben die weiß ich nicht hundersiebenundvierzigste abschrift und dann sind die auch übersetzt worden;3
annettevogt-20180320-rec_segment_0214;annettevogt-20180320-rec;segment_0214;ins Arabische, ins Lateinische;ins arabische ins lateinische;3
annettevogt-20180320-rec_segment_0215;annettevogt-20180320-rec;segment_0215;und über solche Quellentexte kann man dann das versuchen, zu rekonstruieren.;und über solche quellentexte kann man dann das versuchen zu rekonstruieren;3
annettevogt-20180320-rec_segment_0216;annettevogt-20180320-rec;segment_0216;Aber so diese ersten Philosophen der Antike;aber so diese ersten philosophen der antike;3
annettevogt-20180320-rec_segment_0224;annettevogt-20180320-rec;segment_0224;Und ich glaube auch, dass es viel mehr Kommunikation gegeben hat, als wir wissen.;und ich glaube auch dass es viel mehr kommunikation gegeben hat als wir wissen;3
annettevogt-20180320-rec_segment_0225;annettevogt-20180320-rec;segment_0225;Vermutlich eher im wirklichen Gespräch.;vermutlich eher im wirklichen gespräch;3
annettevogt-20180320-rec_segment_0226;annettevogt-20180320-rec;segment_0226;*eh* Dass die sich eben getroffen haben. Wenn es diese große Bibliothek in Alexandria gegeben hat, dann muss die ja von MEnschen;eh dass die sich eben getroffen haben wenn es diese große bibliothek in alexandria gegeben hat dann muss die ja von menschen;3
annettevogt-20180320-rec_segment_0227;annettevogt-20180320-rec;segment_0227;genutzt worden sein. Und dann müssen das mehrere gewesen sein. Und dann;genutzt worden sein und dann müssen das mehrere gewesen sein und dann;3
annettevogt-20180320-rec_segment_0228;annettevogt-20180320-rec;segment_0228;ist das vermutlich was ähnliches passiert, was auch heute in einer Bibliothek passiert. Man trifft sich, man stellt fest, man hat dieselben Interessen und tauscht sich aus.;ist das vermutlich was ähnliches passiert was auch heute in einer bibliothek passiert man trifft sich man stellt fest man hat dieselben interessen und tauscht sich aus;3
annettevogt-20180320-rec_segment_0229;annettevogt-20180320-rec;segment_0229;Und darüber wissen wir wenig. Es muss auch so eine Art;und darüber wissen wir wenig es muss auch so eine art;3
annettevogt-20180320-rec_segment_0230;annettevogt-20180320-rec;segment_0230;Ausbildung gegeben haben, das heißt das Wissen ist vermittelt worden. *ehm*;ausbildung gegeben haben das heißt das wissen ist vermittelt worden ehm;3
annettevogt-20180320-rec_segment_0231;annettevogt-20180320-rec;segment_0231;Wo wir aber eben nicht wissen, wie das funktioniert hat. Und unsere Idee der Universität ist ja etwas;wo wir aber eben nicht wissen wie das funktioniert hat und unsere idee der universität ist ja etwas;3
annettevogt-20180320-rec_segment_0232;annettevogt-20180320-rec;segment_0232;was wir aus dem Mittelalter kennen. Aber ich bin sicher, es hat Vorformen gegeben;was wir aus dem mittelalter kennen aber ich bin sicher es hat vorformen gegeben;3
annettevogt-20180320-rec_segment_0233;annettevogt-20180320-rec;segment_0233;und *ehm*;und ehm;3
annettevogt-20180320-rec_segment_0234;annettevogt-20180320-rec;segment_0234;ja da ist *ehm* das sind halt offene Fragen, *ehm*;ja da ist ehm das sind halt offene fragen ehm;3
annettevogt-20180320-rec_segment_0235;annettevogt-20180320-rec;segment_0235;wo man vielleicht auch noch Spuren findet, aber wir wissen also, dass *eh* die *eh*;wo man vielleicht auch noch spuren findet aber wir wissen also dass eh die eh;3
annettevogt-20180320-rec_segment_0236;annettevogt-20180320-rec;segment_0236;Gelehrten, die heute noch überliefert sind, dass die - das nennt man Schüler, also das hat nix zu tun mit der Schule, wie wir heute Schüler denken;gelehrten die heute noch überliefert sind dass die das nennt man schüler also das hat nix zu tun mit der schule wie wir heute schüler denken;3
annettevogt-20180320-rec_segment_0237;annettevogt-20180320-rec;segment_0237;- sondern sehr lange wurde in der Wissenschaft ein;sondern sehr lange wurde in der wissenschaft ein;3
annettevogt-20180320-rec_segment_0238;annettevogt-20180320-rec;segment_0238;junger Mensch, der bei einem erfahreneren Älteren lernt, der Schüler genannt.;junger mensch der bei einem erfahreneren älteren lernt der schüler genannt;3
annettevogt-20180320-rec_segment_0239;annettevogt-20180320-rec;segment_0239;und es gibt auch wissenschaftstheoretische *eh*;und es gibt auch wissenschaftstheoretische eh;3
annettevogt-20180320-rec_segment_0240;annettevogt-20180320-rec;segment_0240;Begriffe, die wissenschaftliche Schule und und das hat Assoziationen mit der Schule, aber auf einer anderen Ebene.;begriffe die wissenschaftliche schule und und das hat assoziationen mit der schule aber auf einer anderen ebene;3
annettevogt-20180320-rec_segment_0241;annettevogt-20180320-rec;segment_0241;Und so was hat es *eh* natürlich gegeben.;und so was hat es eh natürlich gegeben;3
annettevogt-20180320-rec_segment_0242;annettevogt-20180320-rec;segment_0242;Und es gibt diese diese Überlieferung von Sokrates und seinen Dialogen,;und es gibt diese diese überlieferung von sokrates und seinen dialogen;3
annettevogt-20180320-rec_segment_0243;annettevogt-20180320-rec;segment_0243;*eh* da liegt im Wort schon drin "Dialog", es muss also noch mindestens jemanden gegeben haben. Ja.;eh da liegt im wort schon drin dialog es muss also noch mindestens jemanden gegeben haben ja;3
annettevogt-20180320-rec_segment_0252;annettevogt-20180320-rec;segment_0252;die schon eine relativ geschlossene Darstellung des damals bekannten Wissens beinhalten. Also es;die schon eine relativ geschlossene darstellung des damals bekannten wissens beinhalten also es;3
annettevogt-20180320-rec_segment_0253;annettevogt-20180320-rec;segment_0253;*eh* astronomische Handschriften,;eh astronomische handschriften;3
annettevogt-20180320-rec_segment_0254;annettevogt-20180320-rec;segment_0254;die nach der;die nach der;3
annettevogt-20180320-rec_segment_0255;annettevogt-20180320-rec;segment_0255;damaligen Vorstellung also schon die Planeten und das Sonnensystem beschrieben haben und es;damaligen vorstellung also schon die planeten und das sonnensystem beschrieben haben und es;3
annettevogt-20180320-rec_segment_0256;annettevogt-20180320-rec;segment_0256;auch schon einen Vorläufer von Kopernikus, also wo die Erde *ehm*;auch schon einen vorläufer von kopernikus also wo die erde ehm;3
annettevogt-20180320-rec_segment_0257;annettevogt-20180320-rec;segment_0257;eben nicht im Zentrum ist, sondern die Sonne, auch das gibt es schon. ja;eben nicht im zentrum ist sondern die sonne auch das gibt es schon ja;3
annettevogt-20180320-rec_segment_0258;annettevogt-20180320-rec;segment_0258;*eh* Es gibt *eh*;eh es gibt eh;3
annettevogt-20180320-rec_segment_0259;annettevogt-20180320-rec;segment_0259;die berühmten Bücher des Euklit, wo wir wissen, dass das also nicht eine Person gewesen sein kann;die berühmten bücher des euklit wo wir wissen dass das also nicht eine person gewesen sein kann;3
annettevogt-20180320-rec_segment_0260;annettevogt-20180320-rec;segment_0260;und die aber;und die aber;3
annettevogt-20180320-rec_segment_0261;annettevogt-20180320-rec;segment_0261;der Grundstein für für für die Mathematik sind, weil dort erstmals auch in der Art, wie bis heute Mathematik;der grundstein für für für die mathematik sind weil dort erstmals auch in der art wie bis heute mathematik;3
annettevogt-20180320-rec_segment_0262;annettevogt-20180320-rec;segment_0262;betrieben wird, *eh* von Voraussetzung, Behauptung, Beweis, die Struktur ist dort von den Axiomen, die sind dort.;betrieben wird eh von voraussetzung behauptung beweis die struktur ist dort von den axiomen die sind dort;3
annettevogt-20180320-rec_segment_0263;annettevogt-20180320-rec;segment_0263;Das heißt es gibt für einzelne Disziplinen schon einen großen Fundus an Wissen, der in;das heißt es gibt für einzelne disziplinen schon einen großen fundus an wissen der in;3
annettevogt-20180320-rec_segment_0264;annettevogt-20180320-rec;segment_0264;ja wahrscheinlich Jahrtausenden angehäuft wurde, weitergegeben wurde und dann versucht wurde, aufzuschreiben.;ja wahrscheinlich jahrtausenden angehäuft wurde weitergegeben wurde und dann versucht wurde aufzuschreiben;3
annettevogt-20180320-rec_segment_0265;annettevogt-20180320-rec;segment_0265;mit In dem Bewusstsein, dass es dafür eben wieder weitergegeben werden kann.;mit in dem bewusstsein dass es dafür eben wieder weitergegeben werden kann;3
annettevogt-20180320-rec_segment_0266;annettevogt-20180320-rec;segment_0266;Und;und;3
annettevogt-20180320-rec_segment_0268;annettevogt-20180320-rec;segment_0268;worden. Das heißt es gab einen Austausch von Wissen;worden das heißt es gab einen austausch von wissen;3
annettevogt-20180320-rec_segment_0269;annettevogt-20180320-rec;segment_0269;und nur deshalb, dank dieser Austauschbeziehungen, haben wir ja solche *eh* überlieferten Texte. *mhm*;und nur deshalb dank dieser austauschbeziehungen haben wir ja solche eh überlieferten texte mhm;3
annettevogt-20180320-rec_segment_0271;annettevogt-20180320-rec;segment_0271;Na, es hat ganz sicher auch schon in der Antike Orte gegeben, an denen dieses Wissen weitergegeben wurde.;na es hat ganz sicher auch schon in der antike orte gegeben an denen dieses wissen weitergegeben wurde;3
annettevogt-20180320-rec_segment_0272;annettevogt-20180320-rec;segment_0272;In einer Art, die ähnlich ist, wie wir das auch heute machen.;in einer art die ähnlich ist wie wir das auch heute machen;3
